monitor_id,interim,comment,classification,action_category
RG08,Interim5,Okay,good_data,no_action_continue_monitoring
RG09,Interim5,Okay,good_data,no_action_continue_monitoring
RG10,Interim5,Okay,good_data,no_action_continue_monitoring
RG11,Interim5,Okay,good_data,no_action_continue_monitoring
RG12,Interim5,Okay,good_data,no_action_continue_monitoring
RG13,Interim5,Okay,good_data,no_action_continue_monitoring
RG14,Interim5,Okay,good_data,no_action_continue_monitoring
RG15,Interim5,Okay,good_data,no_action_continue_monitoring
RG16,Interim5,RG checked - All okay,partial_good_data,partial_data_no_action
FM01,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM02,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM03,Interim6,Negative depth values from 04/09/2024.Sensor cleaned from ragging. Graph showed calibration error - Sensor recalibrated. ,bad_data,sensor_fault_or_ragging
FM04,Interim6,Data looks good.Sensor clear but wiped anyway.,partial_good_data,partial_data_needs_review
FM05,Interim6,Poor data.Negative depth values.Dry pipe. Sensor cleaned from ragging.Wide scatter.Tiny amount of flow recorded during storm events.,bad_data,sensor_fault_or_ragging
FM06,Interim6,Monitor removed and relocated. See FM155,bad_data,recommend_remove_or_relocate
FM09,Interim6,"Velocities dropped out from 11/09, probably due to ragging.",bad_data,sensor_fault_or_ragging
FM10,Interim6,Good data,good_data,no_action_continue_monitoring
FM11,Interim6,Bifurcation - only spills recorded.,partial_good_data,partial_data_needs_review
FM13,Interim6,No DWF recorded. Some storm response.,bad_data_storm_response_failed,investigate_storm_failure
FM14,Interim6,Very low flow. Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM15,Interim6,Low flows. Negative depth values. Sensor cleaned from ragging. Good data from 13/09.,good_data,no_action_continue_monitoring
FM16,Interim6,Negtive depth values. Low flows. Sensor cleaned from ragging. Sensor recalibrated to match manual measurements.,bad_data,sensor_fault_or_ragging
FM17,Interim6,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM18,Interim6,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM19,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM20,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM21,Interim6,Data looks good. Velocities affected by ragging from 16/09 - cleaned.,bad_data,sensor_fault_or_ragging
FM22,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM23,Interim6,Data looks good. No data after 18/09/2024,bad_data,recommend_remove_or_relocate
FM24,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM25,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM26,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM27,Interim6,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM28,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM29,Interim6,Telemetry data downloaded. Velocities affected by ragging from 16/09.,bad_data,sensor_fault_or_ragging
FM30,Interim6,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM31,Interim6,Low flow. Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM32,Interim6,Monitor relocated to FM156,partial_good_data,partial_data_needs_review
FM33,Interim6,Okay.FM located on spill pipe,partial_good_data,partial_data_no_action
FM34,Interim6,Monitor removed and relocated to FM157,bad_data,recommend_remove_or_relocate
FM35,Interim6,Monitor relocated to FM158,partial_good_data,partial_data_needs_review
FM37,Interim6,Okay.,partial_good_data,partial_data_no_action
FM38,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM39,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM40,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM41,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM42,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM43,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM44,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM45,Interim6,Okay,good_data,no_action_continue_monitoring
FM47,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM48,Interim6,Very low flow and depth values.Depth showing negative values,partial_good_data,partial_data_needs_review
FM49,Interim6,Good data,good_data,no_action_continue_monitoring
FM50,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM51,Interim6,"Good data, small flow that follows storm events and has a diurnal pattern.",good_data,no_action_continue_monitoring
FM54,Interim6,"No flow, FM located on spill pipe. ",partial_good_data,partial_data_needs_review
FM55,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM56,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM57,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM58,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM59,Interim6,"Good data, small flow that responds to storm events and velocity follows diurnal profile.",good_data,no_action_continue_monitoring
FM60,Interim6,"No flow, velocity responds to rainfall.",partial_good_data,partial_data_needs_review
FM61,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM62,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM63,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM64,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM65,Interim6,No data since 4th Sept,bad_data,recommend_remove_or_relocate
FM66,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM67,Interim6,"Negative depths recorded up to 10/09. FM was relocated to the X pipe on 10/09. Data improved. little/no flow and depth, however velocity follows diurnal profile, no data after midday 16/09",bad_data,recommend_remove_or_relocate
FM68,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM69,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM70,Interim6,"FM was relocated to X pipe on 10/09. Good data, flow follows storm events and has small DWF ",good_data,no_action_continue_monitoring
FM71,Interim6,"Good data, no data after midday 16/09",good_data,no_action_continue_monitoring
FM72,Interim6,Flow does not respond to light rainfall (FM located on dry pipe/bifurcation),partial_good_data,partial_data_needs_review
FM73,Interim6,"Good depth data. Velocities drop out from 12/09., clear response to storm events but no dwf",partial_good_data,partial_data_needs_review
FM74,Interim6,"FM on bifurcation, no flow. Ok data for depth and velocity",partial_good_data,partial_data_needs_review
FM75,Interim6,"Good data, small flow and depth readings, velocity follows a diurnal pattern",good_data,no_action_continue_monitoring
FM76,Interim6,"Ok data, little/no flow or depth data. Velocities look good.",partial_good_data,partial_data_needs_review
FM77,Interim6,Good data.,good_data,no_action_continue_monitoring
FM78,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM80,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM81,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM82,Interim6,"Good depth data, diurnal profile. Velocities dropped out from 07/09.",partial_good_data,partial_data_needs_review
FM83,Interim6,"Good data, small response to storm event. Evidence of surcharge.",good_data,no_action_continue_monitoring
FM84,Interim6,"Good data, responds to storm event and has dwf. Velocity shows diurnal profile.",good_data,no_action_continue_monitoring
FM85,Interim6,"Good data, responds to storm event, no negative depths after 15/09, velocity shows clear diurnal profile",good_data,no_action_continue_monitoring
FM86,Interim6,"Ok data, responds to storm event however no/ minimal dwf because depths drop below 0. Velocity follows diurnal profile",partial_good_data,partial_data_needs_review
FM87,Interim6,"Very low depths. Depth readings improve from 11/09 but velocities become more patchy. Sensor cleaned from ragging. No flow data since 11/09, negative depth reading throughout. Velocity follows storm event.",bad_data,sensor_fault_or_ragging
FM88,Interim6,"Good data, velocity is high. Flows responds to storm event and follows diurnal profile.",good_data,no_action_continue_monitoring
FM90,Interim6,"Poor flow data and very varied, sometimes negative depth readings. No clear response to storm event, no dwf. Small u/s catchment - ok.",partial_good_data,partial_data_needs_review
FM91,Interim6,"Ok data, velocity seems to roughly follow diurnal profile. little/no dwf and varied depth readings.",partial_good_data,partial_data_needs_review
FM92,Interim6,FM relocated to C pipe on 12/09. Improved data.,partial_good_data,partial_data_needs_review
FM93,Interim6,"No velocity or flow data since 7/09 as FM on bifurcation therefore no dwf, or response to small storm event.",partial_good_data,partial_data_needs_review
FM94,Interim6,"Good data. Flows follow diurnal profile, flow responds to small storm event.",good_data,no_action_continue_monitoring
FM95,Interim6,"Pumped flow, good data. ",good_data,no_action_continue_monitoring
FM96,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM97,Interim6,"Velocity returns after 9/09, good data, velocity and flow responds to storm events, small dwf  ",good_data,no_action_continue_monitoring
FM98,Interim6,Depth data ok. Velocities affected by ragging/grease.,bad_data,sensor_fault_or_ragging
FM99,Interim6,Data looks reasonable.,partial_good_data,partial_data_needs_review
FM100,Interim6,"Good data, evidence of diurnal flow and storm response. Evidence of surcharge. Unable to check as car parked on top of manhole",good_data,no_action_continue_monitoring
FM103,Interim6,No velocity despite depths during DWF. Sensor cleaned. Storm response,bad_data,sensor_fault_or_ragging
FM104,Interim6,"Diurnal profile evident, storm response, good data",good_data,no_action_continue_monitoring
FM105,Interim6,"Diurnal profile evident, storm response, good data. Some negative depths",good_data,no_action_continue_monitoring
FM106,Interim6,Recent data has drifted readings. Sensor cleaned and recalibrated. ,bad_data,sensor_fault_or_ragging
FM107,Interim6,Recent data may have drift and unusual storm response for location. Sensor cleaned,bad_data,sensor_fault_or_ragging
FM108,Interim6,"Data ok, storm response evident and some diurnal profile. Recalibration and clean",partial_good_data,partial_data_needs_review
FM110,Interim6,"Good data, storm and diurnal response evident. ",good_data,no_action_continue_monitoring
FM111,Interim6,"Good data, storm and diurnal response evident. ",good_data,no_action_continue_monitoring
FM112,Interim6,Depth data drift from beginning of readings. Monitor relocated on 16/09 (FM162 - awaiting data).,partial_good_data,partial_data_needs_review
FM114,Interim6,"Good data, storm and diurnal response evident. ",good_data,no_action_continue_monitoring
FM115,Interim6,"Good data, storm and diurnal response evident. Volume imbalance remains",good_data,no_action_continue_monitoring
FM116,Interim6,"Significant data drift/issue with readings. Sensor had moved due to turbulant flow, monitor removed.",bad_data,recommend_remove_or_relocate
FM117,Interim6,Depth and flow data drop out and velocity data drift. Sensor dislodged in pipe and refitted on site visit. ,partial_good_data,partial_data_needs_review
FM118,Interim6,Velocity and flow data drop outs. Depth data ok but appears to drift. Cleaned from raggin on visit. ,partial_good_data,partial_data_needs_review
FM119,Interim6,"Good data, storm and diurnal response evident. Removal requested 19/09, nothing in site notes.",good_data,no_action_continue_monitoring
FM120,Interim6,"Good data, storm and diurnal response evident. Removal requested 19/09, nothing in site notes.",good_data,no_action_continue_monitoring
FM121,Interim6,Very low depths (some negative). Low flow.,partial_good_data,partial_data_needs_review
FM122,Interim6,"Good data, storm and diurnal response evident. Removal requested 19/09, nothing in site notes.",good_data,no_action_continue_monitoring
FM123,Interim6,"Good data, storm and diurnal response evident. Removal requested 19/09, nothing in site notes.",good_data,no_action_continue_monitoring
FM124,Interim6,Data changed on 06/09 - negative deptsh recorded adn velocities reduced. No flows recorded.,partial_good_data,partial_data_needs_review
FM125,Interim6,Poor data. Further flow and velocity data drop outs and large sections of negative depths,partial_good_data,partial_data_needs_review
FM126,Interim6,"Potential data issue - depth, flow and velocity trends do not match previous. Monitor relocated.",partial_good_data,partial_data_needs_review
FM127,Interim6,Good data.,good_data,no_action_continue_monitoring
FM128,Interim6,Reasonable data.,partial_good_data,partial_data_needs_review
FM129,Interim6,Small catchment - low flows. Ok.,partial_good_data,partial_data_needs_review
FM130,Interim6,Very poor velocity data. Only depth data is usable. Sensor cleaned from grease.,bad_data,sensor_fault_or_ragging
FM131,Interim6,Very poor velocity data. Only depth data is usable. Sensor cleaned from ragging and silt. Sensor offset to avoid further silt.,bad_data,sensor_fault_or_ragging
FM132,Interim6,Good data.,good_data,no_action_continue_monitoring
FM133,Interim6,No data since 13/09. Data ok up to this point.,bad_data,recommend_remove_or_relocate
FM134,Interim6,No data since 05/09,bad_data,recommend_remove_or_relocate
FM135,Interim6,FM located on high level bifurcation.No flow recorded.,partial_good_data,partial_data_needs_review
FM136,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM137,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM138,Interim6,Okay,good_data,no_action_continue_monitoring
FM139,Interim6,Okay,good_data,no_action_continue_monitoring
FM140,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM141,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM142,Interim6,Okay,good_data,no_action_continue_monitoring
FM143,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM144,Interim6,Okay,good_data,no_action_continue_monitoring
FM145,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM146,Interim6,Good data.,good_data,no_action_continue_monitoring
FM147,Interim6,Good data.,good_data,no_action_continue_monitoring
FM148,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM149,Interim6,Good data. Velocities drop out towards end of period. Needs cleaning,good_data,no_action_continue_monitoring
FM150,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM151,Interim6,Good data,good_data,no_action_continue_monitoring
FM152,Interim6,Good data,good_data,no_action_continue_monitoring
FM153,Interim6,Good data. Velocities drop out towards end of period but sensor has been cleaned of ragging.,good_data,no_action_continue_monitoring
FM154,Interim6,Good data.,good_data,no_action_continue_monitoring
FM155,Interim6,Installed 20/09 - relocation of FM06,partial_good_data,partial_data_needs_review
FM156,Interim6,Installed 03/09 - relocation of FM32,partial_good_data,partial_data_needs_review
FM157,Interim6,Installed 19/09 - relocation of FM34,partial_good_data,partial_data_needs_review
FM158,Interim6,Installed 10/09 - relocation of FM35,partial_good_data,partial_data_needs_review
FM159,Interim6,Installed 10/09 - relocation of FM67,partial_good_data,partial_data_needs_review
FM160,Interim6,Installed 10/09 - relocation of FM70. Good data.,good_data,no_action_continue_monitoring
FM161,Interim6,Installed 12/09 - relocation of FM92,partial_good_data,partial_data_needs_review
FM162,Interim6,Installed 16/09 - relocation of FM112,partial_good_data,partial_data_needs_review
FM163,Interim6,Installed 18/09 - relocation of FM126,partial_good_data,partial_data_needs_review
FM164,Interim6,Installed 05/09 - relocation of FM127,partial_good_data,partial_data_needs_review
DM01,Interim6,Dry weather - some depths recorded but likely to be erroneous data,partial_good_data,partial_data_needs_review
DM02,Interim6,No data since 09/09,bad_data,recommend_remove_or_relocate
DM03,Interim6,Monitor was swapped on 09/09 but still experiencing data drop outs during storm events.,partial_good_data,partial_data_needs_review
PL02,Interim6,Removal Requested 19/09,bad_data,recommend_remove_or_relocate
FM01,Interim7,Good data available until 25th Sept. Monitor now noted to have been moved. ,good_data,no_action_continue_monitoring
FM02,Interim7,Data available until 20th Sept. Monitor now noted to be moved. ,partial_good_data,partial_data_needs_review
FM03,Interim7,Depth values appear better after calibration. Very low flow readings in recent data. Sensor cleaned,bad_data,sensor_fault_or_ragging
FM04,Interim7,"Good data, good scatter, diurnal and storm response. Sensor cleaned.",good_data,no_action_continue_monitoring
FM05,Interim7,"Poor data, some negative depth values previously. Very low flow, more flow in storm events",partial_good_data,partial_data_needs_review
FM06,Interim7,See FM155,partial_good_data,partial_data_needs_review
FM09,Interim7,No data since 19th sept,bad_data,recommend_remove_or_relocate
FM10,Interim7,No data since 17th sept,bad_data,recommend_remove_or_relocate
FM11,Interim7,Only has data on spills but possibly missing latest spill data?,partial_good_data,partial_data_needs_review
FM13,Interim7,No data since 17th sept,bad_data,recommend_remove_or_relocate
FM14,Interim7,"Data ok, responsive to storm events. ",partial_good_data,partial_data_needs_review
FM15,Interim7,Low flows and negative depth values. Good diurnal pattern and storm response. ,partial_good_data,partial_data_needs_review
FM16,Interim7,"Ok data, diurnal pattern and storm response. ",partial_good_data,partial_data_needs_review
FM17,Interim7,"ok data, wide scatter, responsive to storm events but low flow",partial_good_data,partial_data_needs_review
FM18,Interim7,"On spill pipe, only flow in storm event",partial_good_data,partial_data_needs_review
FM19,Interim7,Good data up to 25th Sept. Monitor now noted to be moved. ,good_data,no_action_continue_monitoring
FM20,Interim7,No data since 12th Sept. Monitor noted to have been relocated,bad_data,recommend_remove_or_relocate
FM21,Interim7,No data since 17th Sept,bad_data,recommend_remove_or_relocate
FM22,Interim7,"Depth data ok, no flow or velocity data since 5th sept. Monitor noted to now be moved. ",partial_good_data,partial_data_needs_review
FM23,Interim7,"Ok data, wide scatter. Responsive to storm events and diurnal profile evident. Calibrated. ",partial_good_data,partial_data_needs_review
FM24,Interim7,"Data ok, data up to 17th sept. Monitor now noted to be moved",partial_good_data,partial_data_needs_review
FM25,Interim7,"Recent data seems different to the rest of the data. Data ok, dirunal response evident. Notes state monitor now moved. ",partial_good_data,partial_data_needs_review
FM26,Interim7,Recent data seems lower quality. Noted that monitor now moved. ,partial_good_data,partial_data_needs_review
FM27,Interim7,No data since 5th Sept.,bad_data,recommend_remove_or_relocate
FM28,Interim7,Good data with diurnal profile and storm response. Step up in recent depth data. Monitor noted to now be moved. ,good_data,no_action_continue_monitoring
FM29,Interim7,Good data since cleaned sensors with diurnal profile and storm response. ,good_data,no_action_continue_monitoring
FM30,Interim7,"Good data, diurnal flow and storm response evident. Low flows",good_data,no_action_continue_monitoring
FM31,Interim7,"Good data, diurnal flow and storm response evident. Low flows",good_data,no_action_continue_monitoring
FM32,Interim7,See FM156,partial_good_data,partial_data_needs_review
FM33,Interim7,"Okay data, located on spill pipe",partial_good_data,partial_data_no_action
FM34,Interim7,See FM157,partial_good_data,partial_data_needs_review
FM35,Interim7,See FM158,partial_good_data,partial_data_needs_review
FM37,Interim7,"Good data, ok scatter. Diurnal profile and storm response evident",good_data,no_action_continue_monitoring
FM38,Interim7,Good data up to 23rd septh. Monitor now moved.,good_data,no_action_continue_monitoring
FM39,Interim7,Good data up to 24th sept. Monitor now moved.,good_data,no_action_continue_monitoring
FM40,Interim7,Good data up to 23rd sept. Monitor now moved.,good_data,no_action_continue_monitoring
FM41,Interim7,Good data up to 23rd sept. Monitor now moved.,good_data,no_action_continue_monitoring
FM42,Interim7,Good data up to 25th sept. Monitor now moved.,good_data,no_action_continue_monitoring
FM43,Interim7,ok data to 23rd sept. Monitor now moved. ,partial_good_data,partial_data_needs_review
FM44,Interim7,Good data to 25th sept. Monitor now moved.,good_data,no_action_continue_monitoring
FM45,Interim7,"Diurnal pattern evident, responsive to storm events. Possible surcharge and drifts in data?",partial_good_data,partial_data_needs_review
FM47,Interim7,Erratic flow and velocity data. Monitor now moved. ,partial_good_data,partial_data_needs_review
FM48,Interim7,Very low flow and depth values.Depth showing negative values. Good scatter,partial_good_data,partial_data_needs_review
FM49,Interim7,"Good data, ok scatter. Diurnal profile and storm response evident",good_data,no_action_continue_monitoring
FM50,Interim7,No data since 17th Sept. Monitor now moved,bad_data,recommend_remove_or_relocate
FM51,Interim7,Data looks good.Storm respnse and diurnal profile is evident.,partial_good_data,partial_data_needs_review
FM54,Interim7,"No flow, FM located on spill pipe. ",partial_good_data,partial_data_needs_review
FM55,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM56,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM57,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM58,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM59,Interim7,Good data.Responsive to storm events.Some negative depth values.,good_data,no_action_continue_monitoring
FM60,Interim7,No DWF.Velocity responds to rainfall,partial_good_data,partial_data_needs_review
FM65,Interim7,Removed in error. Reinstalled on 25/09.,bad_data,recommend_remove_or_relocate
FM66,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM67,Interim7,See FM159,partial_good_data,partial_data_needs_review
FM68,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM69,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM70,Interim7,See FM160,partial_good_data,partial_data_needs_review
FM71,Interim7,Data looks good.No data after 24/09/2024,bad_data,recommend_remove_or_relocate
FM72,Interim7,FM located on bifurcation.No response to light rainfall.,partial_good_data,partial_data_needs_review
FM73,Interim7,Good data,good_data,no_action_continue_monitoring
FM74,Interim7,FM located on bifurcation.Negative depth values.,partial_good_data,partial_data_needs_review
FM75,Interim7,Good data.Low flow and velocitiy values.Evidence of diurnal pattern.,good_data,no_action_continue_monitoring
FM76,Interim7,Okay,good_data,no_action_continue_monitoring
FM77,Interim7,Okay,good_data,no_action_continue_monitoring
FM78,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM80,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM81,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM82,Interim7,Data looks ok.Few velocity drop out.,partial_good_data,partial_data_needs_review
FM83,Interim7,Okay,good_data,no_action_continue_monitoring
FM84,Interim7,Okay,good_data,no_action_continue_monitoring
FM85,Interim7,Dta looks good.Evidence of dirurnal profile.,partial_good_data,partial_data_needs_review
FM86,Interim7,Okay,good_data,no_action_continue_monitoring
FM87,Interim7,Very low flow.Velocity data drops out multiple times.,partial_good_data,partial_data_needs_review
FM88,Interim7,Okay,good_data,no_action_continue_monitoring
FM90,Interim7,Poor flow data.Some negative depth values,partial_good_data,partial_data_needs_review
FM91,Interim7,Negative depth data.No clear response to storm.,partial_good_data,partial_data_needs_review
FM92,Interim7,See FM161,partial_good_data,partial_data_needs_review
FM93,Interim7,FM located on bifurcation.No flow.,partial_good_data,partial_data_needs_review
FM94,Interim7,Data looks good.Evidence of diurnal profile,partial_good_data,partial_data_needs_review
FM95,Interim7,Pumped flow.Good data,good_data,no_action_continue_monitoring
FM96,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM97,Interim7,Okay,good_data,no_action_continue_monitoring
FM98,Interim7,Okay.No DWF,partial_good_data,partial_data_no_action
FM99,Interim7,Good data.Data drops out on 18/09/2024,good_data,no_action_continue_monitoring
FM100,Interim7,Good data,good_data,no_action_continue_monitoring
FM103,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM104,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM105,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM106,Interim7,"Drop in velocity but okay.
Steady flow. Sensor cleaned from ragging and grease. ",bad_data,sensor_fault_or_ragging
FM107,Interim7,Okay,good_data,no_action_continue_monitoring
FM108,Interim7,Okay,good_data,no_action_continue_monitoring
FM110,Interim7,Okay,good_data,no_action_continue_monitoring
FM111,Interim7,Okay,good_data,no_action_continue_monitoring
FM112,Interim7,See FM162,partial_good_data,partial_data_needs_review
FM114,Interim7,Okay,good_data,no_action_continue_monitoring
FM115,Interim7,"Okay. Volume imbalance remains

Steady flow. Sensor cleaned from ragging and grease. Sensor calibrated to match manual measurements. ",bad_data,sensor_fault_or_ragging
FM116,Interim7,Awaiting relocation (FM165),partial_good_data,partial_data_needs_review
FM117,Interim7,Awaiting relocation (FM166),partial_good_data,partial_data_needs_review
FM118,Interim7,"Velocity drops out, depth okay, responds to rainfall",partial_good_data,partial_data_no_action
FM119,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM120,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM121,Interim7,"Very low flows in dry weather, data looks okay during storms",bad_data_dryday_failed,investigate_dryday_failure
FM122,Interim7,Okay,good_data,no_action_continue_monitoring
FM123,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM124,Interim7,"No Flows recorded
Moniotr swapped - sensor refitted.",partial_good_data,partial_data_needs_review
FM125,Interim7,Poor data. Further flow and velocity data drop outs and negative depths,partial_good_data,partial_data_needs_review
FM126,Interim7,See FM163,partial_good_data,partial_data_needs_review
FM127,Interim7,See FM164,partial_good_data,partial_data_needs_review
FM128,Interim7,Okay,good_data,no_action_continue_monitoring
FM129,Interim7,Small catchment - low flows. Ok.,partial_good_data,partial_data_needs_review
FM130,Interim7,Very poor velocity data. Only depth data is usable. Slow flow. Sensor cleaned from ragging.,bad_data,sensor_fault_or_ragging
FM131,Interim7,"Very poor velocity data. Only depth data is usable.
Slow flow. Sensor cleaned from ragging.",bad_data,sensor_fault_or_ragging
FM132,Interim7,Okay,good_data,no_action_continue_monitoring
FM133,Interim7,Okay. Spikes in velocity,partial_good_data,partial_data_no_action
FM134,Interim7,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM135,Interim7,FM located on high level bifurcation.No flow recorded.,partial_good_data,partial_data_needs_review
FM136,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM137,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM138,Interim7,Okay,good_data,no_action_continue_monitoring
FM139,Interim7,Okay,good_data,no_action_continue_monitoring
FM140,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM141,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM142,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM143,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM144,Interim7,Okay,good_data,no_action_continue_monitoring
FM145,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM146,Interim7,Okay,good_data,no_action_continue_monitoring
FM147,Interim7,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM148,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM149,Interim7,"Velocity drops out for most of interim, back toward end",partial_good_data,partial_data_needs_review
FM150,Interim7,Removed,bad_data,recommend_remove_or_relocate
FM151,Interim7,Okay,good_data,no_action_continue_monitoring
FM152,Interim7,Okay,good_data,no_action_continue_monitoring
FM153,Interim7,"Okay, low flow",partial_good_data,partial_data_no_action
FM154,Interim7,Okay,good_data,no_action_continue_monitoring
FM155,Interim7,Okay,good_data,no_action_continue_monitoring
FM156,Interim7,"Okay. Spikes in velocity
Steady flow. Sensor cleaned from ragging.",bad_data,sensor_fault_or_ragging
FM157,Interim7,No Data,bad_data,recommend_remove_or_relocate
FM158,Interim7,"Okay, couple minor velocity drops",partial_good_data,partial_data_no_action
FM159,Interim7,Okay,good_data,no_action_continue_monitoring
FM160,Interim7,Okay,good_data,no_action_continue_monitoring
FM161,Interim7,Okay. Negative Depths,partial_good_data,partial_data_no_action
FM162,Interim7,Flow drops out for most of interim,partial_good_data,partial_data_needs_review
FM163,Interim7,Installed on spill pipe. Reacts to rainfall.,partial_good_data,partial_data_needs_review
FM164,Interim7,"Okay, minor velocity drops",partial_good_data,partial_data_no_action
FM03,Interim8,Very poor data,bad_data,sensor_fault_or_ragging
FM04,Interim8,Good Data. Makes sense with d/s FM155.,good_data,no_action_continue_monitoring
FM05,Interim8,Bifurcation - minor spills recorded.,partial_good_data,partial_data_needs_review
FM09,Interim8,Good Data. Makes sense with d/s FM10.,good_data,no_action_continue_monitoring
FM10,Interim8,Good Data. Makes sense with d/s FM09.,good_data,no_action_continue_monitoring
FM11,Interim8,Good data. Bifurcation - records no DWF but reacts to rainfall.,good_data,no_action_continue_monitoring
FM13,Interim8,"Velocity drop outs. Slow flow, pipe nearly at full bore. Good data during storms and matches well with u/s FM16.",good_data,no_action_continue_monitoring
FM14,Interim8,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
FM15,Interim8,Unable to access. Parked cars blocking room for setup,partial_good_data,partial_data_needs_review
FM16,Interim8,Good data. matches well with d/s FM13.,good_data,no_action_continue_monitoring
FM17,Interim8,"Good depth data, average/poor velocity data. Monitor removed.",bad_data,recommend_remove_or_relocate
FM18,Interim8,"Good data - spills recorded. Telemetry downloaded, to be removed on next site visit",good_data,no_action_continue_monitoring
FM21,Interim8,Good data.. Monitor removed.,good_data,no_action_continue_monitoring
FM23,Interim8,Site visit required - unit does not dial in through the internet,bad_data,recommend_remove_or_relocate
